id,sex,age,trace,Infected_Num
19791,female,54,"[3, 6]",5
19792,male,26,"[9, 6, 7]",6
19806,female,31,[4],1
19820,male,49,"[0, 1, 4, 5, 6]",2
19843,female,38,"[0, 4, 5, 6, 7]",0
19854,male,56,"[1, 6]",1
19859,male,10,[5],0
19861,male,79,"[8, 1]",0
19865,female,11,[0],0
19870,male,37,"[1, 3, 5, 7]",6
19875,male,12,[8],3
19884,male,7,[1],0
19893,male,62,[6],1
19910,female,64,"[8, 1]",0
19925,female,57,"[8, 9, 1]",2
19932,female,64,[6],0
19933,male,50,"[8, 1, 2, 6]",0
19953,female,70,[1],2
19957,female,74,[3],0
19965,male,10,[8],1
19970,male,45,[5],1
19982,female,52,"[0, 2, 4]",6
19991,female,20,[5],2
19996,male,44,"[2, 3, 5, 7]",6
19999,male,1,[7],0
20040,female,59,"[1, 2, 5, 6]",4
20051,male,39,"[2, 3, 5, 6, 7]",0
20056,male,78,[7],0
20069,female,52,"[2, 6]",0
20070,female,63,[3],1
20077,female,37,"[0, 1, 3, 4, 8]",4
20118,male,41,"[0, 2, 3, 4, 5]",2
20128,male,24,"[8, 9, 3, 4]",3
20134,female,30,"[0, 4, 6, 8, 9]",0
20140,female,68,"[2, 5]",5
20143,male,50,"[3, 4, 5, 7]",0
20155,female,38,"[1, 4, 6, 7, 9]",4
20162,male,15,"[0, 9, 5]",3
20173,male,42,"[1, 3, 4]",1
20179,female,7,[0],1
20188,male,21,"[8, 9, 4, 5]",0
20202,female,4,[0],0
20203,female,20,[1],0
20210,female,62,[1],0
20217,male,3,[6],1
20226,male,64,[7],0
20235,female,33,"[2, 3]",1
20255,male,22,"[3, 4, 6, 7]",0
20265,female,33,"[8, 1, 6]",6
20267,female,73,[3],0
20269,female,56,"[0, 2]",1
20271,male,15,[0],0
20278,male,66,[1],0
20323,male,33,"[0, 5]",3
20342,female,51,"[8, 0, 2]",2
20385,male,13,[9],2
20386,male,38,"[0, 1, 2, 7]",1
20392,male,7,[2],8
20425,male,58,"[2, 5]",1
20455,male,63,[4],2
20476,male,55,"[9, 2, 3, 7]",5
20478,female,66,[6],1
20513,female,48,"[0, 5, 6]",15
20521,male,74,[7],3
20529,male,38,"[9, 2, 4, 6]",2
20532,female,40,"[1, 9]",2
20538,female,39,"[2, 3]",1
20576,male,35,"[0, 1, 2, 3, 9]",15
20592,female,58,"[1, 6]",1
20602,male,13,[7],4
20613,female,71,[7],1
20616,male,20,[0],2
20621,female,28,"[8, 1, 9]",3
20640,female,21,"[2, 5]",1
20642,female,17,[1],1
20655,male,21,"[8, 1, 7]",1
20673,female,29,"[0, 1, 2, 5, 6, 7]",0
20677,male,67,"[9, 2]",1
20686,female,60,"[8, 0, 5, 6]",1
20701,female,37,"[0, 1, 3, 4, 5, 7, 8]",11
20712,female,76,"[9, 5]",3
20717,male,23,"[0, 8, 6]",1
20728,female,13,[7],3
20742,female,17,"[6, 7]",3
20820,female,7,[9],1
20821,male,10,[9],2
20828,male,42,"[9, 4]",0
20831,female,27,"[0, 1, 7, 8, 9]",0
20868,female,17,"[2, 6]",6
20887,female,8,[7],1
20891,male,80,[6],1
20898,female,24,"[8, 3]",1
20919,female,49,"[0, 5, 6]",2
20926,male,14,[5],0
20951,female,20,"[3, 7]",5
20957,male,16,[5],0
20964,male,18,"[5, 6]",3
20985,male,3,[3],0
20991,female,23,"[0, 3, 4, 5, 9]",1
21021,male,30,"[0, 4, 5, 8, 9]",2
21023,male,49,"[0, 7]",1
21027,male,7,[6],3
21031,male,22,"[2, 5, 6, 7, 8, 9]",14
21034,male,1,[4],1
21059,male,33,"[0, 1, 2, 4, 7, 8]",1
21070,male,60,"[0, 8, 3]",1
21073,female,18,[3],0
21081,female,6,[9],2
21082,male,63,[0],0
21088,female,3,[0],0
21089,female,29,"[1, 4, 5, 7]",3
21094,female,32,"[8, 9, 2, 6]",4
21095,female,47,"[9, 5, 6]",0
21102,female,1,[5],1
21104,female,75,[5],0
21109,female,62,[7],5
21124,male,62,[3],0
21150,female,22,"[1, 2, 4, 9]",4
21159,male,13,"[8, 1]",1
21167,male,19,"[3, 6]",1
21170,female,16,[8],0
21222,male,30,"[0, 3, 7]",5
21237,female,59,"[2, 5]",3
21248,female,6,[4],0
21292,female,23,"[8, 3, 4, 6]",0
21324,female,32,"[0, 2]",1
21335,male,5,[5],2
21345,female,19,[0],3
21354,male,55,"[8, 1, 9, 7]",2
21374,male,25,"[0, 1, 3, 7, 9]",4
21395,female,55,"[3, 5, 6]",4
21398,male,54,[5],3
21412,male,46,"[9, 6]",4
21421,male,62,"[1, 2]",0
21428,male,72,[3],0
21430,female,53,"[0, 1, 2, 3, 8]",6
21436,male,17,[4],5
21442,male,27,"[1, 3, 9]",2
21452,female,28,"[3, 5, 6]",4
21455,male,46,"[8, 2]",0
21485,male,34,"[0, 8]",0
21489,female,74,[0],2
21495,male,3,"[9, 4]",1
21513,female,29,"[1, 2, 5, 7]",0
21526,female,59,"[8, 7]",1
21535,female,18,[8],0
21539,male,18,"[8, 1]",5
21550,female,37,"[0, 9, 7]",0
21555,male,16,[2],0
21562,female,43,[0],11
21588,male,13,[5],10
21615,female,51,"[8, 4, 5]",1
21635,male,80,[6],0
21658,male,57,"[3, 6]",0
21671,male,17,[8],4
21672,female,65,[8],1
21691,female,30,"[0, 9, 4, 6]",2
21708,female,34,"[9, 3, 6, 7]",2
21710,male,27,"[3, 5]",6
21737,male,33,"[4, 5, 6, 7]",1
21749,female,75,[7],0
21753,male,11,[2],0
21754,female,60,"[1, 2, 4, 6]",8
21758,female,70,[2],0
21781,female,11,[6],2
21783,female,31,"[2, 3, 4, 6]",2
21792,male,57,"[0, 3, 5, 7, 8]",2
21798,male,23,"[8, 4, 6]",0
21799,female,15,[2],0
21812,male,58,"[0, 7]",3
21820,female,46,"[5, 6]",1
21821,female,21,"[0, 9, 5, 1]",7
21830,female,54,"[1, 3, 7]",2
21842,female,46,"[1, 2, 4, 6]",4
21855,female,58,"[1, 3, 4, 7]",2
21857,male,53,"[0, 1, 3, 7, 8, 9]",0
21864,male,8,[8],4
21866,female,57,"[1, 4, 9]",9
21903,female,47,"[1, 4, 6]",6
21907,male,62,[6],4
21931,female,3,[3],1
21934,male,79,"[4, 6]",5
21946,female,28,"[0, 5, 6]",12
21961,male,61,[5],3
21968,female,59,[8],1
21977,female,26,"[0, 2, 3, 6, 8]",3
21978,female,1,"[0, 2]",3
21985,female,43,"[9, 2, 6]",3
21988,male,71,[9],0
21992,female,17,[6],0
22005,male,57,"[8, 1, 3, 0]",4
22010,male,68,[7],0
22018,male,23,"[8, 0, 4, 7]",2
22024,female,47,"[1, 6, 7]",4
22041,female,36,"[0, 2, 3, 7, 9]",1
22049,male,6,[4],3
22059,female,78,[0],0
22070,female,54,[3],5
22118,male,5,[5],0
22152,male,3,[0],1
22160,male,4,[0],5
22164,female,18,[5],0
22185,male,24,"[0, 1, 4, 5, 6]",1
22189,female,74,"[2, 7]",3
22191,male,63,[8],2
22203,male,5,[1],7
22208,female,3,[5],5
22232,male,9,[5],2
22243,male,42,"[3, 4, 6, 7, 9]",4
22259,male,34,"[0, 3, 4, 5, 8]",2
22261,female,52,"[4, 5]",0
22268,female,66,[9],2
22324,female,43,"[4, 6]",5
22329,female,35,"[0, 3, 4, 6]",4
22332,male,64,[6],2
22336,male,43,"[1, 7]",7
22338,male,14,[6],0
22386,female,55,"[8, 0, 5]",3
22397,female,27,"[8, 9, 6, 7]",0
22405,male,17,[7],1
22428,female,8,[3],2
22464,female,78,[7],1
22480,male,10,[5],0
22482,female,33,"[0, 9]",0
22493,female,11,[6],1
22510,female,62,[6],0
22537,female,60,[1],2
22539,female,38,"[3, 5, 6, 7]",2
22550,female,19,[8],0
22565,female,27,"[0, 2, 3, 4, 5]",3
22571,male,56,"[1, 2, 3, 5, 8]",1
22575,female,67,[4],0
22595,female,11,[0],6
22598,female,4,[3],2
22601,female,7,[2],0
22621,female,75,[5],0
22631,female,45,[1],6
22659,female,31,"[0, 4, 5, 6, 8]",2
22694,male,3,[3],3
22700,male,4,[0],1
22722,female,3,[3],0
22733,male,29,"[8, 2, 6]",2
22747,male,46,"[8, 4, 6]",2
22749,male,24,"[0, 1, 2, 5, 7]",0
22758,male,19,[8],0
22761,female,11,[9],1
22763,male,22,"[8, 0, 2, 9]",2
22769,male,23,"[1, 2, 4, 6]",0
22774,female,22,"[8, 0, 5]",2
22777,male,54,"[0, 1, 5]",0
22802,female,43,"[4, 5]",1
22803,male,80,[8],2
22807,female,20,"[1, 6]",1
22810,male,37,"[0, 8, 5]",4
22812,male,14,"[0, 9]",13
22814,male,11,[9],8
22825,female,1,[9],2
22831,male,54,"[0, 9, 3, 4]",0
22859,male,77,[0],0
22866,female,43,"[2, 3, 6, 7]",1
22937,male,54,"[9, 6]",1
22957,male,27,"[3, 6]",6
22987,female,38,"[0, 1, 4]",7
22994,female,28,"[1, 5, 6]",1
23010,female,58,"[1, 5, 7]",2
23020,male,70,[3],0
23032,female,73,[7],2
23033,female,18,[8],0
23041,female,23,"[0, 9, 5]",2
23046,male,57,"[9, 3, 6, 7]",1
23049,female,8,[1],4
23060,male,46,"[1, 4, 5, 6, 8, 9]",1
23076,female,58,"[9, 2]",5
23085,female,17,"[3, 6]",1
23101,male,39,"[0, 1, 9]",10
23120,female,11,[4],8
23121,male,21,"[0, 9, 5, 1]",3
23142,female,60,[9],0
23160,female,30,"[4, 5, 6]",4
23161,female,22,"[9, 2, 4]",4
23171,male,64,[5],0
23185,female,77,[2],5
23205,male,68,[8],2
23221,female,42,[8],4
23227,female,54,"[0, 1, 6]",3
23249,male,22,"[0, 1, 6, 9]",0
23266,female,13,[2],0
23277,male,55,"[9, 5, 6, 1]",2
23287,male,54,"[1, 3, 6]",1
23292,male,35,"[0, 1, 5, 6, 7, 8, 9]",3
23297,female,41,"[0, 1, 5]",0
23307,male,13,[0],0
23312,female,41,"[0, 1]",4
23328,male,25,"[4, 5, 6, 7, 8]",9
23330,female,77,"[3, 5]",1
23345,female,13,[4],1
23363,male,29,"[0, 2, 3, 4, 7]",2
23367,female,44,"[0, 1, 6]",2
23369,male,15,[4],6
23378,female,48,"[1, 2, 5]",4
23379,female,3,[0],1
23386,female,75,[0],2
23400,male,3,[9],1
23403,female,72,"[5, 6]",0
23410,male,25,"[0, 2, 5, 8, 9]",1
23420,female,55,"[2, 4, 7]",2
23426,female,75,[7],6
23431,female,60,"[1, 2]",0
23434,male,61,[3],0
23435,female,36,"[8, 9]",1
23446,male,19,[4],4
23458,female,77,[2],0
23464,female,49,"[9, 4, 5]",2
23467,female,22,[6],0
23497,male,16,"[5, 7]",2
23499,female,27,"[0, 1, 4, 5]",0
23508,female,57,"[2, 6]",2
23509,female,18,[9],2
23524,female,61,[5],0
23529,male,45,"[0, 9, 2, 3]",2
23542,female,15,[9],1
23545,male,69,[6],0
23559,male,56,"[0, 1, 5, 8, 9]",9
23561,female,66,"[2, 4, 6]",9
23568,male,51,"[0, 1, 4, 6]",3
23571,female,62,[0],7
23583,female,60,"[3, 7]",1
23589,male,1,[6],3
23624,male,45,"[2, 3, 5, 6, 8]",0
23626,female,47,"[0, 2]",2
23664,female,41,"[9, 2, 4, 6]",3
23672,male,59,"[2, 7]",1
23674,female,61,[3],2
23681,female,73,[7],0
23688,female,42,"[4, 7]",1
23713,female,28,"[1, 3, 5, 7]",1
23715,female,30,"[2, 3, 4, 6, 7, 8]",2
23717,female,34,"[8, 2, 3, 5]",6
23752,female,56,"[0, 3]",0
23760,female,18,[7],2
23765,male,29,[2],1
23776,female,26,"[0, 1, 2, 6, 7]",1
23794,male,78,[7],0
23823,female,31,"[9, 2, 6]",4
23835,female,40,[3],0
23860,male,73,[8],0
23865,male,78,[2],0
23867,male,7,[7],1
23913,male,50,"[0, 1, 4, 8]",3
23936,female,27,"[0, 3, 5, 7, 8]",0
23941,female,59,"[1, 2, 5]",1
23956,female,23,"[0, 2, 5, 7, 8, 9]",4
23957,male,32,"[4, 5, 6]",0
23959,male,75,[8],1
23966,female,35,"[0, 2, 4, 5, 7]",6
23972,male,18,[1],0
23985,male,3,[2],1
24016,female,33,"[1, 3, 6, 7]",3
24032,male,59,"[1, 7]",3
24034,male,79,[3],2
24048,male,54,"[0, 5, 6, 7]",2
24061,male,48,"[9, 5, 1]",1
24071,female,6,[0],0
24073,male,46,"[0, 3, 6, 7]",3
24075,female,73,[3],2
24078,male,17,[2],1
24084,male,40,"[8, 1, 5, 7]",2
24112,female,79,[3],2
24121,male,11,[6],2
24139,male,39,"[0, 3, 4, 6, 8]",1
24153,female,30,"[0, 1, 9]",2
24155,male,30,"[1, 2, 3, 4, 5, 7, 8, 9]",0
24161,female,30,"[8, 7]",0
24170,male,53,"[0, 9, 2, 5]",1
24176,female,71,[7],2
24218,male,15,[5],5
24220,female,49,"[1, 5, 9, 7]",1
24235,female,20,[1],2
24254,female,80,[5],1
24257,female,72,[4],1
24277,male,23,"[8, 4, 5]",1
24305,female,37,"[8, 3, 7]",3
24343,male,13,[1],1
24345,female,35,"[0, 5, 7, 8, 9]",5
24349,female,50,"[8, 4, 5]",0
24361,female,33,"[1, 7, 6, 9]",4
24370,female,9,[9],3
24373,male,39,"[0, 3, 4, 8, 9]",1
24379,female,58,"[8, 2, 4]",1
24383,female,2,[0],3
24396,male,65,[0],4
24398,male,26,"[6, 7]",3
24429,female,68,"[3, 4, 5, 6]",5
24431,female,2,[4],1
24461,female,69,[5],2
24468,male,14,[2],1
24477,female,8,[9],1
24486,male,51,"[0, 2, 3, 4, 5, 9]",13
24500,male,48,"[0, 9, 5]",9
24502,male,20,[7],3
24515,female,39,"[8, 9, 4]",2
24517,male,2,[6],0
24522,female,66,"[0, 5]",1
24529,female,23,"[9, 3, 7]",6
24546,male,30,"[8, 9, 3, 6]",0
24581,female,1,[0],1
24590,female,32,"[0, 1, 3, 5, 9]",6
24593,female,10,[6],1
24599,female,13,[6],0
24609,female,44,"[8, 6, 7]",3
24624,male,2,[2],0
24642,male,52,"[1, 5, 6, 9]",0
24660,female,47,"[4, 5, 6]",0
24667,female,34,"[9, 3, 4]",6
24674,female,67,[8],0
24684,male,55,"[2, 4, 7]",0
24699,male,56,"[0, 2]",5
24713,female,57,[7],7
24734,female,70,[2],0
24740,male,14,[3],0
24743,male,73,[6],5
24746,male,4,[5],0
24756,female,40,"[0, 5, 7, 8, 9]",1
24787,male,63,[0],6
24805,male,41,"[8, 0, 4, 5]",6
24816,male,10,[0],3
24822,male,48,"[8, 0, 2, 6]",0
24842,male,56,[3],0
24849,female,4,[4],0
24871,male,33,"[0, 3, 4, 6, 8]",6
24873,female,40,"[1, 4, 7]",2
24875,female,71,"[0, 8]",1
24884,female,75,[8],3
24885,male,17,"[4, 6]",4
24904,female,17,[1],3
24926,male,58,"[1, 3]",6
24931,female,28,"[1, 2, 4, 5, 6]",3
24935,female,4,[5],4
24945,male,30,"[9, 2, 4, 7]",5
24947,male,30,"[0, 2, 5, 6]",5
24956,female,46,"[1, 2]",1
24962,male,58,"[0, 9, 6]",3
24985,female,30,"[0, 1, 2, 5, 6]",7
24986,female,30,"[0, 9, 1]",1
25009,male,30,"[8, 2]",0
25035,female,60,"[4, 6]",3
25045,male,59,"[2, 5]",3
25052,male,41,"[1, 2, 3, 6]",1
25055,male,67,[2],0
25075,female,19,[4],6
25085,female,30,"[0, 4, 6]",5
25095,male,47,"[8, 4, 5]",0
25097,male,9,[0],2
25108,female,35,"[1, 4, 7]",0
25126,female,12,[3],2
25129,male,19,"[4, 5]",0
25133,female,73,[1],3
25134,female,77,[0],2
25143,female,8,"[5, 6]",2
25151,male,26,"[1, 3, 4, 5]",6
25174,female,21,"[0, 2, 7]",3
25194,male,29,"[8, 6, 7]",3
25217,male,44,"[2, 3, 5, 8, 9]",1
25222,female,22,"[0, 1, 3, 4, 6, 8]",2
25228,male,7,[4],1
25240,female,5,[6],0
25258,female,13,[8],3
25273,female,19,[1],2
25292,male,67,"[9, 1]",2
25308,female,8,[0],2
25311,male,17,[0],1
25336,male,50,"[1, 3, 4, 8, 9]",1
25355,female,68,"[8, 7]",2
25361,male,23,"[2, 3, 4]",2
25368,male,52,"[0, 2, 3, 6]",1
25389,female,12,[4],2
25402,male,54,"[0, 8, 5]",0
25413,female,11,[0],2
25443,female,77,[2],2
25447,male,37,"[1, 2, 3, 4, 7]",0
25451,female,65,[5],0
25475,male,38,"[2, 4, 6, 7, 8]",6
25484,male,34,"[0, 1, 3, 4, 7]",1
25500,male,20,[5],5
25503,male,45,"[1, 3, 5, 7, 8]",1
25504,male,76,[1],2
25514,male,49,[6],3
25518,female,38,"[2, 3, 5, 7, 8]",2
25524,male,40,"[1, 2, 4, 6, 7, 9]",1
25545,female,15,[8],0
25550,female,79,[9],0
25576,female,57,[7],2
25578,female,54,"[3, 4]",1
25594,male,41,"[9, 2, 4]",5
25613,male,44,"[4, 5, 6, 7]",1
25620,female,42,"[9, 2, 4]",3
25628,male,49,"[1, 2, 3, 7]",0
25655,male,15,"[5, 7]",0
25677,male,43,"[1, 3, 4, 6]",8
25695,male,60,"[8, 2, 6, 7]",2
25766,male,10,[3],3
25767,female,23,"[8, 2, 4]",1
25784,male,2,[0],0
25785,female,11,"[4, 5]",0
25790,male,42,"[0, 8, 6, 7]",2
25799,male,10,[0],2
25812,male,74,[3],0
25828,female,8,"[5, 7]",0
25844,male,3,[5],3
25861,male,26,"[8, 2, 5]",2
25870,male,11,[6],2
25873,female,45,"[0, 5, 7, 8, 9]",12
25880,female,62,[2],3
25883,female,32,"[0, 2, 4, 8, 9]",3
25902,female,25,"[1, 2]",1
25905,male,77,[4],6
25910,female,44,"[1, 4, 6]",1
25914,male,55,"[8, 9, 3, 6]",2
25916,male,71,"[1, 5]",0
25928,male,38,"[2, 3, 5, 6]",4
25935,male,2,[9],0
25960,male,26,"[1, 3, 4, 6, 8, 9]",4
25965,male,19,"[8, 0]",1
25972,male,58,"[0, 1, 4, 7, 9]",1
25998,male,28,"[1, 5, 6, 7, 8]",0
26011,female,42,"[8, 1, 5, 6]",3
26070,male,21,"[8, 1]",6
26075,male,21,"[0, 2, 3, 6, 8]",2
26078,female,38,"[3, 4, 5]",1
26083,male,52,"[0, 2, 7]",1
26116,male,10,[6],0
26117,female,26,"[0, 1, 2, 5]",17
26121,male,14,[8],1
26136,male,22,"[3, 4, 5, 8, 9]",3
26138,female,45,"[8, 1]",0
26146,female,28,"[1, 2]",0
26162,male,39,"[1, 4, 9]",4
26182,male,61,"[0, 7]",6
26184,female,35,"[0, 1, 2]",4
26192,male,57,"[3, 4, 6]",1
26202,female,43,"[9, 6]",6
26223,female,77,[3],2
26226,female,79,[9],1
26239,female,32,"[3, 5, 7]",0
26247,female,3,[6],3
26254,female,63,"[0, 1]",3
26272,male,32,"[0, 2, 5, 6, 8]",0
26274,male,33,"[1, 2, 3, 4, 9]",6
26276,female,39,[5],6
26284,female,29,"[8, 7]",7
26295,female,22,"[0, 1, 2, 3]",12
26315,male,7,[0],0
26327,female,2,[3],2
26363,female,49,"[9, 3, 6]",0
26384,male,21,"[8, 4, 6, 7]",11
26395,male,54,"[9, 3, 4, 7]",0
26399,female,69,[7],2
26415,male,77,[4],4
26418,male,22,"[2, 3, 6, 7]",2
26454,male,18,[2],1
26469,female,11,[8],3
26482,female,40,"[8, 9, 6, 7]",1
26499,female,53,"[1, 2, 7]",0
26516,female,46,"[0, 1, 6]",1
26518,female,8,[7],1
26525,female,18,"[8, 3]",3
26566,female,60,"[0, 3, 4, 5]",3
26571,female,53,"[9, 4, 6]",1
26574,male,45,"[2, 4]",1
26581,female,12,[7],5
26598,male,8,[7],0
26608,male,29,"[0, 2, 3, 4]",5
26622,female,44,"[0, 9, 4, 5]",6
26628,male,58,"[9, 2, 5, 7]",2
26645,male,9,[6],1
26656,male,44,"[0, 2, 5, 7]",1
26660,female,78,[1],1
26697,female,25,"[2, 3, 5, 7, 9]",2
26721,female,46,"[0, 8, 4]",0
26727,male,18,"[9, 3]",4
26731,female,66,[3],1
26752,female,40,"[8, 1, 9]",2
26777,female,27,"[0, 5, 7]",0
26784,male,31,"[9, 3, 5, 6]",1
26793,male,9,[8],1
26795,female,16,[0],3
26801,male,48,"[1, 4, 5]",0
26825,male,51,"[2, 4, 5]",2
26830,female,64,[3],9
26852,male,14,[2],6
26866,male,8,[9],3
26877,male,15,[1],1
26905,male,59,"[0, 1, 2]",0
26913,male,52,"[9, 2, 3, 7]",4
26928,female,78,[8],5
26933,female,53,"[2, 3]",2
26955,female,28,"[8, 9, 0, 7]",2
26962,male,29,"[1, 4, 5, 6, 8]",0
26964,male,62,[6],2
26970,male,39,"[9, 1, 6]",5
26971,female,56,"[0, 2, 4, 5, 8]",9
26978,male,55,"[1, 3, 6, 7, 8]",2
26979,male,53,"[8, 9, 0, 7]",2
26983,male,73,[3],2
26994,male,1,[2],1
27046,male,71,[8],4
27063,male,4,[2],0
27114,male,43,"[0, 9, 2]",0
27117,male,13,[3],2
27168,male,58,"[1, 2]",1
27197,male,2,[1],4
27206,male,37,"[0, 8, 4, 6]",1
27209,male,38,"[1, 2, 5, 7, 8, 9]",2
27212,male,26,"[8, 3, 5]",4
27221,male,58,"[2, 5, 7]",6
27223,female,42,"[3, 5]",0
27239,male,46,"[8, 2, 4]",4
27261,male,48,[6],7
27267,male,5,[3],0
27283,male,53,"[9, 6, 1]",6
27286,male,25,"[0, 1, 5, 8, 9]",10
27288,female,49,[9],21
27293,male,55,"[0, 6]",0
27307,female,48,"[9, 3, 4, 6]",2
27309,female,40,"[0, 9, 2, 3]",6
27310,male,8,[4],2
27329,male,35,"[2, 5, 6, 7, 9]",3
27335,male,57,"[0, 3]",4
27349,male,37,"[8, 9, 4, 5]",2
27357,male,3,[8],3
27362,male,48,"[4, 6]",6
27364,male,43,"[8, 5]",2
27377,male,7,"[4, 6]",1
27405,female,80,[0],3
27406,male,77,[4],2
27411,female,33,"[8, 5, 6, 7]",1
27413,female,66,[2],0
27420,female,17,[0],2
27426,female,75,[3],1
27434,female,74,[0],0
27442,female,77,[8],1
27443,female,40,"[0, 3, 6, 7]",0
27446,male,12,[9],1
27455,male,47,"[1, 3, 9]",2
27460,female,45,"[8, 1, 2]",2
27479,female,74,"[1, 5]",5
27481,male,17,"[0, 9]",0
27488,male,47,[4],2
27489,male,4,[5],2
27499,male,41,[1],0
27515,female,9,[9],4
27525,female,51,"[2, 6]",0
27534,male,79,[5],0
27568,male,20,"[0, 9]",3
27569,female,40,"[1, 3, 4, 5, 6, 8]",6
27570,male,66,[9],2
27585,female,4,[0],2
27621,female,72,"[0, 4]",7
27623,male,14,[9],0
27632,male,28,"[1, 4, 7]",14
27664,female,44,"[0, 3, 5]",0
27701,male,30,"[0, 1, 2, 4]",0
27710,female,25,"[0, 2, 6]",0
27728,male,12,[1],1
27733,female,41,"[9, 3, 7]",1
27771,male,14,"[4, 5]",2
27782,male,22,"[2, 3, 5, 7]",1
27798,male,60,"[8, 4, 5]",6
27808,female,28,"[0, 1, 2, 3, 4]",0
27815,male,32,"[8, 3, 4, 7]",3
27819,male,37,"[0, 2, 4, 5, 6, 8]",2
27825,female,37,"[8, 1, 7]",3
27830,female,15,[5],0
27832,male,4,[5],11
27836,female,52,"[9, 7]",2
27837,male,6,[5],3
27843,male,74,[4],3
27846,female,43,"[1, 2, 9]",2
27851,male,11,[2],0
27854,male,57,"[4, 5, 7]",3
27865,female,26,"[1, 4, 6, 7, 8]",5
27902,male,46,"[8, 5]",0
27906,male,24,"[0, 1, 3, 4, 6, 7]",4
27917,female,46,"[8, 1, 2, 5]",1
27930,male,77,[4],1
27964,male,34,"[0, 2, 3, 4, 6, 7]",17
27968,male,35,"[8, 0, 1, 7]",1
27973,male,79,[5],1
28000,male,52,"[0, 2, 3, 5, 9]",5
28005,male,37,"[0, 1, 3, 4, 6]",2
28007,female,66,[3],1
28020,male,40,"[0, 2, 3, 5, 8]",5
28028,male,56,"[8, 9, 1]",0
28040,male,80,[7],1
28114,male,34,"[3, 5, 6, 7, 8]",12
28121,female,32,"[2, 5, 6, 7, 8]",1
28124,male,20,[0],1
28129,female,53,"[1, 2, 6, 7]",2
28136,female,10,[0],5
28175,male,33,"[3, 5, 6]",0
28178,male,27,"[9, 5]",2
28197,male,21,"[1, 2, 7]",4
28202,female,28,"[0, 1, 3, 7]",5
28209,male,9,[4],1
28210,male,69,[3],2
28230,female,52,"[9, 4, 6, 7]",1
28238,male,80,"[3, 6]",0
28282,male,76,[6],2
28284,female,46,"[8, 9, 2]",3
28286,female,59,"[0, 9, 4, 6]",7
28293,female,37,"[0, 9]",0
28295,female,58,"[4, 5]",0
28333,male,49,"[1, 5]",0
28337,female,18,[4],0
28352,female,60,"[4, 6, 7]",0
28359,male,64,[8],8
28376,male,67,[0],8
28380,female,73,[5],1
28384,male,56,"[6, 7]",3
28393,female,42,"[4, 5, 6]",2
28428,male,27,[2],0
28429,male,17,[6],1
28440,female,27,"[9, 3, 4, 6]",6
28466,female,4,[4],0
28468,male,30,"[0, 4, 5, 6, 8, 9]",2
28480,male,44,"[0, 3, 4]",4
28484,male,6,[2],0
28494,female,35,"[8, 2, 3, 4]",0
28501,female,43,"[0, 2, 3, 6, 7, 9]",1
28508,female,33,"[8, 9, 2]",0
28523,female,48,"[9, 4]",1
28547,male,79,[3],0
28564,female,65,[7],2
28570,female,2,[1],2
28571,male,50,"[4, 7]",0
28594,female,17,[3],0
28604,male,60,"[0, 9]",1
28605,female,38,"[0, 9, 2]",0
28606,female,5,[7],1
28631,male,45,"[0, 8, 4]",1
28644,male,33,"[8, 2, 3, 5]",2
28666,female,41,"[3, 7]",0
28681,female,57,"[8, 2, 7]",0
28683,male,70,[1],0
28691,female,61,[4],3
28747,female,21,"[8, 1, 5, 7]",8
28760,male,57,"[9, 3]",1
28761,male,67,[9],3
28784,female,72,"[9, 5]",1
28801,female,20,[8],1
28832,male,25,"[0, 9, 7]",1
28847,male,41,"[1, 2, 3, 4, 9]",4
28857,female,22,"[0, 3, 4, 6, 7]",1
28878,female,47,"[3, 4, 7]",1
28879,male,41,"[5, 6]",1
28884,female,11,[2],0
28891,male,28,"[1, 6, 7, 8, 9]",1
28892,male,66,"[0, 9]",2
28893,female,74,[7],3
28901,male,50,"[2, 4, 6]",0
28910,female,2,[5],1
28912,male,77,[6],1
28929,male,54,[9],0
28940,female,33,"[8, 0, 4]",7
28960,female,47,"[9, 3, 6, 7]",24
28974,male,8,[8],6
28975,male,27,"[0, 9, 5, 6]",6
28979,male,65,[2],1
28985,male,40,"[8, 6]",2
28997,female,44,"[1, 4]",3
29003,female,34,"[8, 3, 5, 6]",1
29016,female,35,"[0, 1, 2, 5, 8]",0
29031,female,59,"[0, 8]",7
29032,female,20,[3],0
29044,female,23,"[3, 4, 6, 8, 9]",3
29049,female,27,"[0, 1, 2, 5, 6, 9]",4
29054,male,22,"[3, 4, 5, 6]",4
29055,female,7,[7],1
29070,female,54,"[1, 3, 7]",1
29074,female,42,"[3, 5]",13
29085,female,24,"[1, 2, 3, 8, 9]",4
29090,male,26,"[8, 3, 5, 6]",3
29113,male,44,"[8, 4, 7]",4
29116,male,73,[8],0
29126,female,12,[3],0
29139,female,47,"[9, 3, 7]",2
29150,female,47,"[9, 3]",4
29203,female,73,[6],2
29216,male,45,[7],0
29217,female,23,"[8, 1, 2, 6]",3
29221,female,12,[9],2
29223,male,25,"[1, 2, 3, 4, 8]",2
29239,female,29,"[0, 4, 5]",1
29240,female,6,[8],0
29246,female,32,"[3, 4, 5, 6, 8]",3
29262,male,14,[3],0
29267,female,69,[2],0
29281,male,38,"[0, 8, 9, 1]",2
29283,female,53,"[0, 9, 6]",3
29297,female,63,[2],3
