id,sex,age,trace,Infected_Num,0,1,2,3,4,5,6,7,8,9,place_been_to,trans_risk
43210,male,34,"[4, 7]",5,0,0,0,0,1,0,0,1,0,0,2,3
43212,male,65,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
43217,female,47,"[8, 1]",2,0,1,0,0,0,0,0,0,1,0,2,1
43220,male,14,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
43221,male,33,"[3, 7]",10,0,0,0,1,0,0,0,1,0,0,2,3
43223,male,49,[1],1,0,1,0,0,0,0,0,0,0,0,1,1
43228,female,34,"[1, 3, 7]",3,0,1,0,1,0,0,0,1,0,0,3,2
43230,male,57,[8],9,0,0,0,0,0,0,0,0,1,0,1,3
43232,female,53,[4],3,0,0,0,0,1,0,0,0,0,0,1,2
43240,female,53,"[1, 5]",5,0,1,0,0,0,1,0,0,0,0,2,3
43243,male,64,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
43245,male,47,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
43246,male,33,"[8, 0, 5]",1,1,0,0,0,0,1,0,0,1,0,3,1
43248,male,54,[7],5,0,0,0,0,0,0,0,1,0,0,1,3
43251,female,10,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
43253,male,67,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
43255,female,5,[0],2,1,0,0,0,0,0,0,0,0,0,1,1
43256,female,22,"[0, 8]",5,1,0,0,0,0,0,0,0,1,0,2,3
43257,female,66,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
43265,male,56,[8],5,0,0,0,0,0,0,0,0,1,0,1,3
43272,female,9,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
43274,female,4,[0],1,1,0,0,0,0,0,0,0,0,0,1,1
43290,female,53,[3],7,0,0,0,1,0,0,0,0,0,0,1,3
43303,female,79,[8],3,0,0,0,0,0,0,0,0,1,0,1,2
43308,female,52,"[1, 4]",1,0,1,0,0,1,0,0,0,0,0,2,1
43317,male,36,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
43321,female,74,[2],3,0,0,1,0,0,0,0,0,0,0,1,2
43323,male,21,"[1, 4, 5, 6]",4,0,1,0,0,1,1,1,0,0,0,4,2
43324,male,39,[4],3,0,0,0,0,1,0,0,0,0,0,1,2
43326,female,41,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
43327,male,34,[0],4,1,0,0,0,0,0,0,0,0,0,1,2
43333,male,62,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
43335,male,16,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
43347,male,21,"[4, 6]",4,0,0,0,0,1,0,1,0,0,0,2,2
43349,female,22,"[8, 5]",3,0,0,0,0,0,1,0,0,1,0,2,2
43364,male,56,[4],2,0,0,0,0,1,0,0,0,0,0,1,1
43371,male,11,[6],2,0,0,0,0,0,0,1,0,0,0,1,1
43373,male,49,"[0, 2]",4,1,0,1,0,0,0,0,0,0,0,2,2
43374,female,25,"[1, 2, 7]",4,0,1,1,0,0,0,0,1,0,0,3,2
43386,female,23,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
43387,female,31,"[1, 4]",1,0,1,0,0,1,0,0,0,0,0,2,1
43388,male,4,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
43390,male,33,"[8, 6, 7]",5,0,0,0,0,0,0,1,1,1,0,3,3
43391,female,43,[4],3,0,0,0,0,1,0,0,0,0,0,1,2
43397,male,76,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
43404,male,43,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
43408,male,60,"[8, 0, 5]",1,1,0,0,0,0,1,0,0,1,0,3,1
43409,male,60,"[1, 7]",0,0,1,0,0,0,0,0,1,0,0,2,1
43410,female,55,"[4, 5]",2,0,0,0,0,1,1,0,0,0,0,2,1
43411,female,25,"[3, 4, 6]",4,0,0,0,1,1,0,1,0,0,0,3,2
43414,female,36,"[8, 9]",0,0,0,0,0,0,0,0,0,1,1,2,1
43415,male,26,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
43418,female,16,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
43421,female,40,"[0, 1, 6]",4,1,1,0,0,0,0,1,0,0,0,3,2
43432,female,65,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
43442,female,34,"[1, 3, 4]",7,0,1,0,1,1,0,0,0,0,0,3,3
43444,male,66,[9],2,0,0,0,0,0,0,0,0,0,1,1,1
43451,female,7,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
43453,female,30,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
43455,male,55,[0],3,1,0,0,0,0,0,0,0,0,0,1,2
43463,female,67,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
43464,female,1,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
43465,male,36,"[2, 3, 5]",1,0,0,1,1,0,1,0,0,0,0,3,1
43467,female,77,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
43468,female,56,[5],1,0,0,0,0,0,1,0,0,0,0,1,1
43469,male,16,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
43470,male,13,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
43471,male,7,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
43474,male,79,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
43480,female,36,"[9, 1]",3,0,1,0,0,0,0,0,0,0,1,2,2
43485,male,25,"[8, 1]",2,0,1,0,0,0,0,0,0,1,0,2,1
43494,male,60,"[8, 2, 6]",2,0,0,1,0,0,0,1,0,1,0,3,1
43496,male,32,[0],4,1,0,0,0,0,0,0,0,0,0,1,2
43505,male,9,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
43510,female,54,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
43511,male,66,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
43515,male,80,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
43517,male,67,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
43522,female,7,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
43523,male,53,[1],5,0,1,0,0,0,0,0,0,0,0,1,3
43526,female,38,"[0, 8, 4]",0,1,0,0,0,1,0,0,0,1,0,3,1
43545,male,17,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
43549,female,74,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
43550,male,53,[7],5,0,0,0,0,0,0,0,1,0,0,1,3
43551,female,22,[1],4,0,1,0,0,0,0,0,0,0,0,1,2
43556,female,25,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
43557,female,49,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
43561,female,35,"[8, 7]",0,0,0,0,0,0,0,0,1,1,0,2,1
43564,female,21,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
43565,female,74,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
43566,female,44,[0],1,1,0,0,0,0,0,0,0,0,0,1,1
43570,female,40,"[8, 1, 3, 6]",0,0,1,0,1,0,0,1,0,1,0,4,1
43573,male,60,"[2, 4]",0,0,0,1,0,1,0,0,0,0,0,2,1
43576,female,6,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
43579,female,42,"[1, 3]",0,0,1,0,1,0,0,0,0,0,0,2,1
43588,male,64,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
43590,female,25,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
43593,male,63,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
43602,female,35,"[4, 6]",1,0,0,0,0,1,0,1,0,0,0,2,1
43615,female,59,"[2, 5]",0,0,0,1,0,0,1,0,0,0,0,2,1
43622,male,14,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
43624,male,73,[4],3,0,0,0,0,1,0,0,0,0,0,1,2
43626,female,75,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
43630,male,41,"[8, 1, 2]",1,0,1,1,0,0,0,0,0,1,0,3,1
43635,male,61,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
43639,male,80,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
43640,male,62,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
43642,female,3,[3],2,0,0,0,1,0,0,0,0,0,0,1,1
43643,male,40,[8],2,0,0,0,0,0,0,0,0,1,0,1,1
43654,female,54,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
43656,female,53,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
43658,male,9,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
43659,male,46,"[8, 1]",2,0,1,0,0,0,0,0,0,1,0,2,1
43663,female,60,[3],12,0,0,0,1,0,0,0,0,0,0,1,3
43670,female,25,"[0, 5]",3,1,0,0,0,0,1,0,0,0,0,2,2
43672,female,32,"[8, 4, 6, 7]",2,0,0,0,0,1,0,1,1,1,0,4,1
43682,female,75,[4],3,0,0,0,0,1,0,0,0,0,0,1,2
43683,female,51,[8],1,0,0,0,0,0,0,0,0,1,0,1,1
43687,male,5,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
43691,male,25,"[8, 1, 5]",3,0,1,0,0,0,1,0,0,1,0,3,2
43693,female,24,[5],7,0,0,0,0,0,1,0,0,0,0,1,3
43696,female,3,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
43698,female,6,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
43700,female,60,[1],3,0,1,0,0,0,0,0,0,0,0,1,2
43702,male,61,[0],2,1,0,0,0,0,0,0,0,0,0,1,1
43703,male,18,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
43712,female,26,[6],3,0,0,0,0,0,0,1,0,0,0,1,2
43714,male,73,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
43719,female,52,[1],2,0,1,0,0,0,0,0,0,0,0,1,1
43727,female,64,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
43734,female,41,[2],7,0,0,1,0,0,0,0,0,0,0,1,3
43744,female,32,[0],14,1,0,0,0,0,0,0,0,0,0,1,3
43746,male,33,"[0, 9, 5]",0,1,0,0,0,0,1,0,0,0,1,3,1
43750,female,76,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
43755,male,19,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
43757,male,53,"[0, 9, 3]",2,1,0,0,1,0,0,0,0,0,1,3,1
43760,male,24,"[0, 1]",3,1,1,0,0,0,0,0,0,0,0,2,2
43765,male,11,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
43766,male,23,"[2, 4, 5]",1,0,0,1,0,1,1,0,0,0,0,3,1
43770,female,57,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
43771,male,30,"[1, 2, 6]",0,0,1,1,0,0,0,1,0,0,0,3,1
43781,male,49,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
43783,male,72,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
43784,male,51,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
43786,female,34,"[2, 4, 5]",3,0,0,1,0,1,1,0,0,0,0,3,2
43790,female,31,"[8, 6]",2,0,0,0,0,0,0,1,0,1,0,2,1
43791,male,17,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
43792,female,7,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
43794,female,28,[9],9,0,0,0,0,0,0,0,0,0,1,1,3
43796,male,4,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
43801,male,18,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
43803,female,9,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
43806,female,44,"[2, 5]",2,0,0,1,0,0,1,0,0,0,0,2,1
43809,female,52,[9],6,0,0,0,0,0,0,0,0,0,1,1,3
43813,male,35,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
43815,female,21,"[1, 7]",0,0,1,0,0,0,0,0,1,0,0,2,1
43819,female,3,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
43822,female,7,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
43824,male,36,"[3, 4]",0,0,0,0,1,1,0,0,0,0,0,2,1
43833,male,45,[5],2,0,0,0,0,0,1,0,0,0,0,1,1
43835,male,76,[7],3,0,0,0,0,0,0,0,1,0,0,1,2
43841,female,5,[8],1,0,0,0,0,0,0,0,0,1,0,1,1
43842,male,44,"[9, 1, 7]",0,0,1,0,0,0,0,0,1,0,1,3,1
43851,male,5,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
43856,male,50,[4],2,0,0,0,0,1,0,0,0,0,0,1,1
43858,female,23,"[0, 8, 5]",6,1,0,0,0,0,1,0,0,1,0,3,3
43869,male,20,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
43874,female,39,"[1, 4, 5, 6]",4,0,1,0,0,1,1,1,0,0,0,4,2
43879,female,47,[7],2,0,0,0,0,0,0,0,1,0,0,1,1
43885,female,45,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
43889,female,13,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
43891,male,1,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
43892,female,71,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
43893,female,73,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
43894,male,74,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
43895,male,24,"[0, 2, 4]",1,1,0,1,0,1,0,0,0,0,0,3,1
43898,female,51,"[9, 3, 7]",1,0,0,0,1,0,0,0,1,0,1,3,1
43902,female,78,[5],1,0,0,0,0,0,1,0,0,0,0,1,1
43903,female,25,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
43912,female,3,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
43915,male,37,"[0, 5]",0,1,0,0,0,0,1,0,0,0,0,2,1
43917,female,10,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
43918,female,57,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
43922,female,41,"[9, 3]",1,0,0,0,1,0,0,0,0,0,1,2,1
43945,female,25,"[8, 1, 4, 6]",3,0,1,0,0,1,0,1,0,1,0,4,2
43951,male,30,[6],7,0,0,0,0,0,0,1,0,0,0,1,3
43952,female,62,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
43961,female,29,"[2, 4]",0,0,0,1,0,1,0,0,0,0,0,2,1
43973,male,51,"[0, 8]",1,1,0,0,0,0,0,0,0,1,0,2,1
43974,male,11,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
43975,male,28,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
43987,female,29,"[2, 3, 6, 7]",0,0,0,1,1,0,0,1,1,0,0,4,1
43988,female,47,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
43993,female,4,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
43994,male,73,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
43995,female,15,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
43996,female,38,[5],3,0,0,0,0,0,1,0,0,0,0,1,2
44003,male,1,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
44012,female,54,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
44014,male,30,"[0, 2]",0,1,0,1,0,0,0,0,0,0,0,2,1
44021,female,8,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
44025,female,50,"[0, 2, 6]",0,1,0,1,0,0,0,1,0,0,0,3,1
44028,male,29,"[9, 6]",6,0,0,0,0,0,0,1,0,0,1,2,3
44032,female,1,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
44035,male,45,"[8, 2, 6]",2,0,0,1,0,0,0,1,0,1,0,3,1
44039,male,7,[6],2,0,0,0,0,0,0,1,0,0,0,1,1
44041,female,21,"[9, 6]",3,0,0,0,0,0,0,1,0,0,1,2,2
44049,male,67,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
44053,male,45,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
44056,male,35,"[3, 4, 5]",4,0,0,0,1,1,1,0,0,0,0,3,2
44057,male,66,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
44058,male,1,[3],2,0,0,0,1,0,0,0,0,0,0,1,1
44059,male,41,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
44060,female,14,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
44063,female,70,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
44065,female,26,"[9, 7]",4,0,0,0,0,0,0,0,1,0,1,2,2
44069,male,47,[5],3,0,0,0,0,0,1,0,0,0,0,1,2
44078,male,66,[1],1,0,1,0,0,0,0,0,0,0,0,1,1
44085,male,23,"[2, 3, 4]",1,0,0,1,1,1,0,0,0,0,0,3,1
44095,male,52,[3],3,0,0,0,1,0,0,0,0,0,0,1,2
44101,female,14,[6],3,0,0,0,0,0,0,1,0,0,0,1,2
44102,male,75,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
44103,male,7,[3],3,0,0,0,1,0,0,0,0,0,0,1,2
44104,female,19,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
44105,male,38,"[0, 8, 3]",2,1,0,0,1,0,0,0,0,1,0,3,1
44108,female,67,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
44109,male,10,[5],3,0,0,0,0,0,1,0,0,0,0,1,2
44114,male,64,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
44115,female,31,"[9, 4]",2,0,0,0,0,1,0,0,0,0,1,2,1
44117,male,60,[4],3,0,0,0,0,1,0,0,0,0,0,1,2
44118,male,3,[1],1,0,1,0,0,0,0,0,0,0,0,1,1
44121,male,16,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
44122,female,37,"[2, 4]",2,0,0,1,0,1,0,0,0,0,0,2,1
44131,male,61,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
44137,female,20,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
44139,female,21,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
44140,female,58,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
44144,female,12,[9],3,0,0,0,0,0,0,0,0,0,1,1,2
44147,male,64,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
44149,female,55,[2],3,0,0,1,0,0,0,0,0,0,0,1,2
44156,male,10,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
44159,male,42,"[0, 6]",3,1,0,0,0,0,0,1,0,0,0,2,2
44173,male,8,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
44174,female,56,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
44175,male,12,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
44176,female,16,[6],3,0,0,0,0,0,0,1,0,0,0,1,2
44181,male,35,"[4, 5]",2,0,0,0,0,1,1,0,0,0,0,2,1
44183,female,76,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
44184,female,76,[0],1,1,0,0,0,0,0,0,0,0,0,1,1
44192,female,78,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
44196,female,24,"[9, 1, 6]",1,0,1,0,0,0,0,1,0,0,1,3,1
44198,male,72,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
44202,female,34,"[9, 2, 6]",1,0,0,1,0,0,0,1,0,0,1,3,1
44204,male,31,"[1, 5]",3,0,1,0,0,0,1,0,0,0,0,2,2
44220,female,38,"[2, 4]",1,0,0,1,0,1,0,0,0,0,0,2,1
44221,male,37,"[8, 1]",1,0,1,0,0,0,0,0,0,1,0,2,1
44225,male,24,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
44227,male,32,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
44230,female,59,"[4, 7]",1,0,0,0,0,1,0,0,1,0,0,2,1
44232,male,13,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
44247,female,26,[0],2,1,0,0,0,0,0,0,0,0,0,1,1
44248,male,6,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
44253,female,26,"[1, 6]",0,0,1,0,0,0,0,1,0,0,0,2,1
44261,male,78,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
44267,female,51,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
44268,female,39,[6],3,0,0,0,0,0,0,1,0,0,0,1,2
44271,male,14,"[8, 4]",0,0,0,0,0,1,0,0,0,1,0,2,1
44272,male,35,[7],2,0,0,0,0,0,0,0,1,0,0,1,1
44273,female,73,[8],2,0,0,0,0,0,0,0,0,1,0,1,1
44274,female,68,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
44275,male,19,[3],2,0,0,0,1,0,0,0,0,0,0,1,1
44281,female,2,[0],1,1,0,0,0,0,0,0,0,0,0,1,1
44282,female,43,[1],5,0,1,0,0,0,0,0,0,0,0,1,3
44285,female,16,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
44289,female,62,[7],3,0,0,0,0,0,0,0,1,0,0,1,2
44293,female,35,[0],3,1,0,0,0,0,0,0,0,0,0,1,2
44295,male,64,[1],2,0,1,0,0,0,0,0,0,0,0,1,1
44309,female,5,[6],2,0,0,0,0,0,0,1,0,0,0,1,1
44312,female,47,"[8, 4]",2,0,0,0,0,1,0,0,0,1,0,2,1
44314,female,21,"[9, 6]",2,0,0,0,0,0,0,1,0,0,1,2,1
44316,female,80,[0],5,1,0,0,0,0,0,0,0,0,0,1,3
44317,female,65,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
44318,male,43,[7],2,0,0,0,0,0,0,0,1,0,0,1,1
44323,male,30,[0],2,1,0,0,0,0,0,0,0,0,0,1,1
44324,male,21,[5],1,0,0,0,0,0,1,0,0,0,0,1,1
44326,female,51,"[8, 0]",0,1,0,0,0,0,0,0,0,1,0,2,1
44327,male,29,"[9, 3, 4]",6,0,0,0,1,1,0,0,0,0,1,3,3
44350,female,61,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
44353,male,43,[5],3,0,0,0,0,0,1,0,0,0,0,1,2
44364,female,39,"[9, 3]",0,0,0,0,1,0,0,0,0,0,1,2,1
44375,male,22,[4],3,0,0,0,0,1,0,0,0,0,0,1,2
44376,female,43,"[0, 7]",0,1,0,0,0,0,0,0,1,0,0,2,1
44382,female,8,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
44385,female,64,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
44392,female,72,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
44396,female,21,"[8, 9, 6, 7]",4,0,0,0,0,0,0,1,1,1,1,4,2
44404,male,60,"[0, 8]",4,1,0,0,0,0,0,0,0,1,0,2,2
44410,male,1,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
44411,female,45,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
44416,female,25,"[9, 4, 6]",2,0,0,0,0,1,0,1,0,0,1,3,1
44419,male,5,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
44425,male,39,[8],1,0,0,0,0,0,0,0,0,1,0,1,1
44428,female,17,[6],3,0,0,0,0,0,0,1,0,0,0,1,2
44436,female,4,[2],2,0,0,1,0,0,0,0,0,0,0,1,1
44439,female,2,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
44445,male,42,[6],8,0,0,0,0,0,0,1,0,0,0,1,3
44450,female,43,"[3, 4]",0,0,0,0,1,1,0,0,0,0,0,2,1
44459,female,19,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
44463,female,34,"[2, 6]",1,0,0,1,0,0,0,1,0,0,0,2,1
44480,male,74,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
44484,female,52,"[9, 3]",13,0,0,0,1,0,0,0,0,0,1,2,3
44486,female,16,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
44489,male,53,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
44498,male,39,"[0, 1, 3]",2,1,1,0,1,0,0,0,0,0,0,3,1
44504,female,59,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
44516,female,63,[3],2,0,0,0,1,0,0,0,0,0,0,1,1
44523,female,58,[3],3,0,0,0,1,0,0,0,0,0,0,1,2
44528,female,23,"[4, 5, 6]",2,0,0,0,0,1,1,1,0,0,0,3,1
44532,male,70,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
44536,female,23,"[8, 0]",2,1,0,0,0,0,0,0,0,1,0,2,1
44549,male,52,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
44560,male,75,[5],2,0,0,0,0,0,1,0,0,0,0,1,1
44563,male,14,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
44573,female,4,[1],3,0,1,0,0,0,0,0,0,0,0,1,2
44578,male,57,[8],2,0,0,0,0,0,0,0,0,1,0,1,1
44586,female,44,"[1, 6]",1,0,1,0,0,0,0,1,0,0,0,2,1
44589,male,17,[1],2,0,1,0,0,0,0,0,0,0,0,1,1
44591,female,44,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
44594,female,5,[7],4,0,0,0,0,0,0,0,1,0,0,1,2
44597,male,29,[5],2,0,0,0,0,0,1,0,0,0,0,1,1
44599,female,47,"[3, 6]",1,0,0,0,1,0,0,1,0,0,0,2,1
44600,male,62,[2],2,0,0,1,0,0,0,0,0,0,0,1,1
44607,female,11,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
44615,male,48,"[2, 4]",3,0,0,1,0,1,0,0,0,0,0,2,2
44616,male,32,"[2, 3]",1,0,0,1,1,0,0,0,0,0,0,2,1
44617,female,19,[1],3,0,1,0,0,0,0,0,0,0,0,1,2
44618,female,48,"[9, 4]",0,0,0,0,0,1,0,0,0,0,1,2,1
44623,female,12,[7],2,0,0,0,0,0,0,0,1,0,0,1,1
44628,male,54,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
44629,female,21,"[0, 9, 4]",1,1,0,0,0,1,0,0,0,0,1,3,1
44631,male,19,[8],1,0,0,0,0,0,0,0,0,1,0,1,1
44640,male,10,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
44646,female,39,"[0, 1, 7]",0,1,1,0,0,0,0,0,1,0,0,3,1
44652,female,14,[1],2,0,1,0,0,0,0,0,0,0,0,1,1
44656,female,42,[9],2,0,0,0,0,0,0,0,0,0,1,1,1
44659,female,25,[9],2,0,0,0,0,0,0,0,0,0,1,1,1
44661,female,26,"[0, 9]",0,1,0,0,0,0,0,0,0,0,1,2,1
44670,male,68,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
44673,male,58,"[9, 7]",0,0,0,0,0,0,0,0,1,0,1,2,1
44674,female,43,"[6, 7]",0,0,0,0,0,0,0,1,1,0,0,2,1
44682,female,49,[5],1,0,0,0,0,0,1,0,0,0,0,1,1
44685,male,51,[7],6,0,0,0,0,0,0,0,1,0,0,1,3
44686,female,23,"[2, 5]",0,0,0,1,0,0,1,0,0,0,0,2,1
44690,male,42,[2],3,0,0,1,0,0,0,0,0,0,0,1,2
44696,male,65,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
44701,female,17,[4],2,0,0,0,0,1,0,0,0,0,0,1,1
44703,male,8,[1],1,0,1,0,0,0,0,0,0,0,0,1,1
44706,male,19,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
44712,female,54,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
44716,male,36,"[5, 6]",1,0,0,0,0,0,1,1,0,0,0,2,1
44728,male,1,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
44733,male,61,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
44736,female,41,[5],2,0,0,0,0,0,1,0,0,0,0,1,1
44739,male,16,[9],2,0,0,0,0,0,0,0,0,0,1,1,1
44740,male,39,"[9, 2]",0,0,0,1,0,0,0,0,0,0,1,2,1
44741,male,73,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
44744,female,78,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
44751,female,14,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
