id,sex,age,trace,Infected_Num,place_been_to,trans_risk
34590,male,38,"[9, 4, 1, 6]",1,4,1
34609,male,60,"[8, 0, 2]",2,3,2
34627,male,51,"[1, 6]",0,2,1
34635,female,35,"[1, 3, 4, 7, 8]",5,5,2
34646,female,33,"[2, 6]",0,2,1
34659,female,18,[5],0,1,1
34683,female,38,"[8, 2, 5, 6]",1,4,1
34692,male,43,"[0, 4, 6]",13,3,3
34693,male,18,"[9, 5]",5,2,2
34695,male,12,[9],1,1,1
34708,female,13,[3],3,1,2
34717,female,11,[8],1,1,1
34718,male,56,"[1, 2, 4, 7, 8]",0,5,1
34736,female,70,[5],0,1,1
34788,male,75,"[9, 4]",4,2,2
34793,female,7,[5],2,1,2
34802,male,73,[6],0,1,1
34819,female,62,[0],0,1,1
34828,male,16,[7],1,1,1
34853,male,32,"[0, 2, 6]",6,3,3
34870,female,59,"[8, 2]",2,2,2
34875,female,7,[5],0,1,1
34885,female,69,[4],1,1,1
34889,male,62,"[0, 7]",0,2,1
34894,female,5,[5],6,1,3
34903,male,71,[7],1,1,1
34906,female,41,[6],2,1,2
34912,female,12,[8],0,1,1
34921,female,76,[7],2,1,2
34931,male,12,[5],2,1,2
34938,female,63,[4],0,1,1
34948,male,31,"[0, 1, 3, 7, 8]",1,5,1
34949,female,2,[1],1,1,1
34953,female,61,[2],2,1,2
34971,female,64,[5],0,1,1
34974,male,60,"[9, 3]",4,2,2
34979,female,36,"[0, 1, 2, 4]",1,4,1
34980,female,55,"[8, 2, 4, 5]",4,4,2
34984,female,67,[4],4,1,2
34989,female,40,"[0, 1, 5, 7]",7,4,3
35001,female,3,[8],4,1,2
35016,female,51,"[0, 8, 5, 7]",6,4,3
35017,male,59,"[1, 4, 5, 9]",1,4,1
35023,female,77,"[0, 4]",1,2,1
35042,female,51,"[0, 9, 2]",2,3,2
35052,female,76,[3],0,1,1
35066,male,73,[5],0,1,1
35071,male,58,"[8, 2, 6]",0,3,1
35074,male,25,"[9, 4, 6, 7]",1,4,1
35076,female,66,"[0, 3]",1,2,1
35077,male,68,"[6, 7]",1,2,1
35097,female,23,"[0, 9, 7]",1,3,1
35105,male,77,[7],2,1,2
35106,female,54,"[0, 1, 6]",4,3,2
35114,male,35,"[2, 3, 7]",1,3,1
35125,male,68,"[1, 3]",1,2,1
35133,female,39,"[8, 5]",10,2,3
35137,female,22,"[9, 2, 5]",2,3,2
35153,female,74,[5],0,1,1
35169,male,34,"[9, 2, 3, 7]",1,4,1
35205,male,70,[2],1,1,1
35224,male,52,[1],2,1,2
35227,male,9,[4],3,1,2
35239,male,12,[1],4,1,2
35250,male,25,"[1, 7]",0,2,1
35254,male,36,"[8, 9, 4, 6]",3,4,2
35267,female,34,"[3, 4, 5, 8, 9]",10,5,3
35271,male,5,[3],2,1,2
35272,male,49,"[8, 1]",4,2,2
35293,female,9,[6],2,1,2
35300,male,55,"[9, 4, 6]",2,3,2
35309,male,12,[4],0,1,1
35311,male,39,"[1, 4, 9, 7]",5,4,2
35330,male,43,[1],2,1,2
35334,female,29,"[0, 2, 3, 7]",0,4,1
35352,male,48,"[0, 1, 2, 3]",4,4,2
35366,male,54,"[1, 5, 7]",1,3,1
35372,male,30,"[0, 9, 3, 5]",0,4,1
35376,male,74,"[9, 7]",1,2,1
35389,male,14,[5],0,1,1
35397,female,1,[1],2,1,2
35399,female,11,[9],0,1,1
35413,male,38,"[1, 2, 3, 4, 6, 8]",0,6,1
35415,male,62,"[0, 8]",3,2,2
35448,female,71,[1],0,1,1
35458,male,28,"[0, 3, 5, 8, 9]",11,5,3
35461,female,36,"[0, 4, 5, 7, 8, 9]",7,6,3
35476,male,1,[2],9,1,3
35485,male,42,"[4, 6, 7]",4,3,2
35493,male,9,[9],0,1,1
35500,male,65,[3],0,1,1
35501,female,79,[8],0,1,1
35522,female,22,"[1, 2, 6]",3,3,2
35529,female,44,"[2, 7]",4,2,2
35530,male,66,[3],3,1,2
35538,female,75,[2],1,1,1
35551,male,42,"[8, 9, 2]",2,3,2
35553,female,68,[9],0,1,1
35555,male,3,[2],1,1,1
35560,male,48,"[1, 4]",1,2,1
35562,female,57,"[0, 4, 5]",6,3,3
35582,female,36,"[3, 5]",3,2,2
35618,male,31,"[1, 2, 4]",4,3,2
35628,female,31,"[0, 1, 5]",5,3,2
35636,female,15,[0],1,1,1
35638,female,5,[6],1,1,1
35643,male,35,"[1, 2, 4, 6, 8]",1,5,1
35670,female,77,"[4, 6]",1,2,1
35709,male,67,[1],3,1,2
35719,male,39,"[0, 2, 4]",0,3,1
35731,female,32,"[2, 3, 4, 6, 7]",0,5,1
35732,female,34,"[0, 1, 2, 4, 8]",3,5,2
35749,female,16,[8],3,1,2
35754,female,38,"[8, 3, 7]",7,3,3
35765,female,74,[4],0,1,1
35778,female,78,"[0, 9, 1]",1,3,1
35781,female,47,"[8, 3]",0,2,1
35794,female,39,"[1, 9, 6]",1,3,1
35802,male,51,[1],2,1,2
35829,female,49,"[0, 1, 3, 7]",8,4,3
35849,female,80,[2],1,1,1
35855,female,27,"[0, 1, 4]",5,3,2
35857,male,74,[0],3,1,2
35909,female,76,[4],1,1,1
35924,male,47,[6],0,1,1
35933,female,52,"[1, 4]",4,2,2
35942,female,22,"[0, 3, 4, 5]",1,4,1
35975,female,76,[4],0,1,1
35979,female,4,[2],8,1,3
35987,male,19,[3],0,1,1
35992,female,31,"[8, 1, 6]",6,3,3
36006,male,60,"[0, 9, 2, 5]",2,4,2
36010,female,53,"[0, 1]",1,2,1
36016,male,72,[9],0,1,1
36078,male,37,"[0, 1, 2, 8]",0,4,1
36080,female,32,"[8, 2, 7]",9,3,3
36089,female,44,"[4, 5]",2,2,2
36094,male,63,[2],1,1,1
36098,female,36,"[8, 2, 5]",1,3,1
36115,male,64,[2],0,1,1
36130,female,13,[4],1,1,1
36141,male,19,[8],2,1,2
36186,female,63,[6],0,1,1
36187,male,38,"[0, 3, 4, 6, 7]",2,5,2
36193,male,10,[6],0,1,1
36200,male,57,"[8, 3]",2,2,2
36220,male,40,"[1, 2, 4, 6, 7]",2,5,2
36241,male,38,"[1, 2, 3, 4, 7]",2,5,2
36242,male,19,[1],1,1,1
36296,male,41,[0],2,1,2
36312,male,9,[6],1,1,1
36313,male,71,"[3, 4, 6]",2,3,2
36334,female,71,[0],2,1,2
36336,male,22,"[9, 4, 6, 7]",5,4,2
36340,female,57,"[8, 3, 4]",14,3,3
36367,male,10,"[1, 7]",6,2,3
36369,female,58,"[8, 0, 6]",12,3,3
36392,male,80,[8],0,1,1
36399,male,29,"[8, 2, 3]",8,3,3
36412,female,9,[9],1,1,1
36434,female,48,"[9, 2, 3, 1]",7,4,3
36441,female,41,[3],5,1,2
36471,male,46,"[8, 1, 2, 4]",1,4,1
36491,female,53,"[0, 1, 5, 8, 9]",4,5,2
36492,female,48,"[0, 7]",0,2,1
36508,male,68,[7],0,1,1
36521,male,37,"[0, 3, 6]",1,3,1
36528,female,2,[1],0,1,1
36549,male,38,"[8, 0, 2, 9]",1,4,1
36565,female,36,"[8, 4]",2,2,2
36566,male,25,"[2, 3, 4, 7]",1,4,1
36571,male,54,"[8, 4, 6]",8,3,3
36607,male,76,[0],0,1,1
36609,male,60,"[4, 6, 7]",3,3,2
36641,female,2,[4],0,1,1
36662,female,36,"[8, 9, 2, 3]",10,4,3
36688,male,21,"[0, 1, 5, 8]",3,4,2
36692,female,51,"[4, 5, 6]",1,3,1
36707,female,77,"[9, 7]",2,2,2
36709,male,6,[4],0,1,1
36722,male,6,[1],0,1,1
36746,male,68,[0],2,1,2
36748,female,78,[4],1,1,1
36784,male,41,"[1, 3, 4, 9]",1,4,1
36799,female,27,"[0, 1, 2, 6]",3,4,2
36814,female,30,"[0, 2, 3, 5, 7, 9]",2,6,2
36843,male,49,"[8, 0, 3, 6]",3,4,2
36881,female,38,"[0, 7]",3,2,2
36896,male,27,"[1, 2, 3, 4, 6]",11,5,3
36907,female,49,"[9, 1, 6]",3,3,2
36927,male,44,"[1, 5, 9]",5,3,2
36931,female,45,"[0, 2, 3, 4, 5, 8]",0,6,1
36937,male,20,[7],2,1,2
36942,female,4,[2],0,1,1
36951,male,17,[2],3,1,2
36953,male,65,[7],10,1,3
36966,female,71,[5],1,1,1
36969,male,55,"[2, 3, 6, 7]",3,4,2
36970,female,1,[7],1,1,1
36977,female,28,"[0, 1, 5, 6]",4,4,2
36984,female,22,"[8, 9, 2, 4]",2,4,2
36987,male,6,[7],1,1,1
36990,male,26,"[8, 9, 0, 7]",6,4,3
37020,male,2,[1],0,1,1
37025,male,14,[0],1,1,1
37066,male,12,[9],1,1,1
37068,male,31,"[0, 9, 4, 7]",0,4,1
37080,male,65,[0],2,1,2
37083,male,74,"[1, 2]",0,2,1
37088,male,71,[1],1,1,1
37109,female,76,[3],3,1,2
37126,male,66,[6],0,1,1
37133,male,46,[2],3,1,2
37140,male,15,"[8, 2]",4,2,2
37152,male,58,"[0, 9, 3]",1,3,1
37162,male,78,"[8, 1, 2]",4,3,2
37171,male,70,[2],5,1,2
37175,male,71,[8],1,1,1
37191,male,41,"[1, 2, 6]",1,3,1
37195,female,66,[2],5,1,2
37215,female,73,"[8, 5]",4,2,2
37220,female,33,"[1, 3, 6, 7]",6,4,3
37227,female,35,"[8, 5]",2,2,2
37253,female,41,"[0, 4]",1,2,1
37266,female,77,"[2, 7]",0,2,1
37268,female,50,"[0, 1, 4, 7]",3,4,2
37287,female,30,"[9, 5]",0,2,1
37293,male,12,[2],1,1,1
37305,female,46,[1],0,1,1
37331,male,41,"[4, 5, 6]",1,3,1
37336,female,16,[4],0,1,1
37337,male,35,"[1, 4, 6]",0,3,1
37343,female,51,"[0, 1, 3]",1,3,1
37355,female,29,"[9, 6]",1,2,1
37371,female,32,"[3, 4, 6, 7, 8, 9]",21,6,3
37375,male,5,[0],1,1,1
37383,male,42,"[8, 9]",2,2,2
37394,female,26,"[8, 0, 2]",6,3,3
37398,male,58,[3],4,1,2
37417,male,43,"[2, 3, 4, 6, 8]",1,5,1
37422,male,32,"[0, 1, 5, 6, 8, 9]",2,6,2
37423,female,22,"[2, 3, 4, 6, 7]",8,5,3
37436,male,62,[4],0,1,1
37454,female,16,[3],1,1,1
37458,male,52,"[9, 2]",3,2,2
37470,male,30,"[1, 2, 3, 5, 6]",5,5,2
37481,female,6,[1],4,1,2
37482,male,53,"[0, 5, 7]",2,3,2
37508,male,65,"[9, 2]",2,2,2
37512,female,59,"[2, 5, 7]",0,3,1
37522,male,46,"[0, 3, 4, 6]",6,4,3
37528,male,62,[7],3,1,2
37542,female,49,"[8, 9, 3, 7]",0,4,1
37555,female,23,"[0, 1, 4, 5, 7, 8]",1,6,1
37561,female,11,"[3, 4]",3,2,2
37567,female,35,"[8, 1, 5, 7]",4,4,2
37568,male,67,[7],1,1,1
37577,female,11,[1],7,1,3
37589,female,8,[2],1,1,1
37595,male,78,[6],0,1,1
37608,female,56,"[2, 6, 7]",0,3,1
37610,female,11,[9],0,1,1
37620,male,50,"[1, 9, 7]",0,3,1
37624,male,46,"[0, 9, 4, 7]",1,4,1
37640,female,32,"[0, 1, 5, 6, 7]",2,5,2
37653,male,77,[8],0,1,1
37671,female,52,"[9, 7]",5,2,2
37678,male,59,[1],3,1,2
37682,male,34,"[1, 2, 3, 4, 5, 7]",1,6,1
37688,female,57,"[3, 5, 7]",5,3,2
37705,female,25,"[2, 3]",4,2,2
37727,female,10,[6],2,1,2
37760,female,29,"[0, 2, 3, 4, 6]",2,5,2
37796,male,35,"[2, 6]",0,2,1
37807,male,49,"[8, 2]",0,2,1
37821,male,67,[6],2,1,2
37835,male,11,[2],1,1,1
37845,female,71,[2],2,1,2
37849,male,56,[0],6,1,3
37868,male,29,"[0, 1, 4, 5, 7]",3,5,2
37876,female,75,"[6, 7]",5,2,2
37880,male,36,"[8, 1, 4]",1,3,1
37898,male,11,[8],2,1,2
37901,female,8,[5],1,1,1
37908,female,28,"[8, 9, 2, 6]",1,4,1
37922,female,1,[1],0,1,1
37937,female,35,"[8, 9, 7]",1,3,1
37939,male,71,[0],0,1,1
37944,female,38,"[1, 2, 3, 5]",3,4,2
37967,male,22,[3],6,1,3
37975,female,30,"[0, 2, 4, 5, 9]",6,5,3
37993,male,17,[2],7,1,3
37997,female,23,"[2, 4, 5, 6, 8]",1,5,1
38008,male,23,"[0, 3, 6]",3,3,2
38071,female,51,"[8, 9, 3]",10,3,3
38072,female,39,"[1, 3, 4, 6, 8]",6,5,3
38081,female,58,[0],0,1,1
38086,male,73,[2],5,1,2
38108,male,36,"[2, 5, 6, 7, 9]",11,5,3
38112,male,11,[1],0,1,1
38125,male,59,"[0, 5, 7, 8, 9]",2,5,2
38143,male,36,"[8, 3, 5, 6]",3,4,2
38149,female,78,[6],1,1,1
38159,male,2,[0],0,1,1
38171,female,77,[2],2,1,2
38172,male,58,"[9, 6]",7,2,3
38173,male,73,[2],1,1,1
38181,female,25,"[8, 2, 3, 5]",0,4,1
38190,female,33,"[3, 4, 6, 7]",4,4,2
38238,male,25,"[3, 6, 7]",1,3,1
38239,male,6,"[0, 8]",0,2,1
38245,male,23,"[8, 9, 4, 0]",2,4,2
38269,male,59,"[3, 6]",1,2,1
38276,female,61,[7],1,1,1
38290,female,48,"[8, 2, 3, 4]",2,4,2
38292,female,13,"[9, 6]",2,2,2
38294,female,6,[9],3,1,2
38303,female,77,[9],3,1,2
38305,male,52,"[8, 9, 5, 7]",3,4,2
38324,female,7,[8],4,1,2
38340,female,24,"[8, 1, 2, 7]",1,4,1
38346,male,56,"[2, 6]",2,2,2
38356,female,13,[3],1,1,1
38358,male,65,[5],1,1,1
38363,female,64,[9],3,1,2
38389,male,27,"[8, 5, 7]",4,3,2
38396,male,56,"[4, 5, 6]",0,3,1
38405,male,69,[3],2,1,2
38408,female,76,[5],1,1,1
38447,female,79,[2],2,1,2
38466,female,68,[1],0,1,1
38467,male,46,"[9, 2, 3, 6]",4,4,2
38468,male,38,"[0, 9, 6, 8]",0,4,1
38475,male,30,"[1, 5, 7]",0,3,1
38478,male,45,[5],0,1,1
38482,male,40,"[0, 5, 7]",0,3,1
38511,male,54,"[1, 4]",1,2,1
38519,female,28,"[0, 2, 4, 5, 6, 7]",0,6,1
38551,male,29,"[8, 9]",2,2,2
38553,female,13,[1],1,1,1
38556,male,78,"[1, 6]",1,2,1
38566,female,35,"[8, 3, 7]",1,3,1
38585,female,27,"[0, 4, 7]",2,3,2
38590,female,35,"[3, 5, 7]",0,3,1
38599,female,67,[3],4,1,2
38610,male,24,"[0, 1, 3, 7]",9,4,3
38620,female,41,"[2, 5]",1,2,1
38624,female,10,[8],1,1,1
38626,male,13,[8],2,1,2
38627,female,14,"[3, 7]",0,2,1
38649,female,65,[4],1,1,1
38651,male,68,[7],4,1,2
38675,male,59,"[0, 3, 4]",4,3,2
38681,male,39,"[4, 5, 6, 7, 8]",12,5,3
38702,male,51,"[2, 5, 6]",3,3,2
38705,male,19,[9],7,1,3
38710,female,40,"[0, 1, 4, 5, 9]",4,5,2
38714,male,20,[2],0,1,1
38722,female,15,[9],1,1,1
38731,male,72,[0],0,1,1
38732,female,32,"[0, 1, 2, 5, 9]",4,5,2
38744,female,2,[1],1,1,1
38747,male,61,[8],2,1,2
38752,female,3,[5],2,1,2
38768,female,58,"[1, 2, 3, 6, 7, 8]",2,6,2
38782,female,49,"[0, 9, 5, 1]",2,4,2
38786,male,22,"[8, 9, 5, 1]",3,4,2
38794,female,15,[0],1,1,1
38805,male,32,"[5, 6]",4,2,2
38812,male,53,"[0, 2]",0,2,1
38825,female,46,[5],2,1,2
38826,male,49,"[2, 3]",2,2,2
38835,female,3,[1],1,1,1
38848,female,18,"[4, 7]",0,2,1
38864,male,4,[9],0,1,1
38868,female,34,"[0, 5, 6]",13,3,3
38869,female,59,"[9, 2, 7]",6,3,3
38870,female,31,"[9, 4, 6]",1,3,1
38893,female,74,[3],2,1,2
38900,male,43,"[2, 3, 4, 7]",1,4,1
38905,female,31,"[1, 2]",6,2,3
38909,female,66,[0],0,1,1
38917,female,23,"[0, 1, 3, 4, 8]",7,5,3
38938,male,30,"[0, 2, 5, 6, 7]",0,5,1
38952,female,67,[4],0,1,1
38953,female,4,[1],2,1,2
38954,male,12,[3],3,1,2
38969,male,13,[4],2,1,2
38975,male,1,"[6, 7]",0,2,1
38986,female,32,"[2, 3, 4, 6]",0,4,1
38987,male,43,"[9, 5, 6]",4,3,2
38992,male,35,"[2, 4]",2,2,2
39000,male,32,"[1, 2, 4, 7, 8]",2,5,2
39005,female,25,"[8, 3, 7]",0,3,1
39022,male,28,"[0, 2, 4]",3,3,2
39024,female,44,"[0, 3, 4, 6, 7]",3,5,2
39037,male,79,[8],2,1,2
39044,female,48,"[0, 3, 4]",4,3,2
39063,female,27,"[9, 2, 3, 7]",0,4,1
39064,male,30,"[3, 5]",2,2,2
39080,male,44,"[8, 0, 4, 7]",4,4,2
39105,male,1,[0],1,1,1
39113,female,79,[2],0,1,1
39129,female,57,"[9, 6, 7]",1,3,1
39135,male,54,"[9, 4]",0,2,1
39136,male,41,"[0, 2]",1,2,1
39155,male,1,[5],0,1,1
39161,female,23,"[1, 3, 4, 6, 9]",13,5,3
39179,male,73,[0],0,1,1
39216,female,44,"[8, 1, 9, 7]",9,4,3
39223,female,20,[6],1,1,1
39229,male,60,"[3, 6]",5,2,2
39247,male,62,[0],3,1,2
39252,male,65,[3],8,1,3
39260,female,73,[8],1,1,1
39272,female,7,[3],2,1,2
39273,female,37,"[3, 4, 5, 6]",4,4,2
39280,female,58,"[3, 7]",1,2,1
39285,male,20,"[2, 3]",8,2,3
39296,male,15,[3],3,1,2
39325,female,49,"[0, 9, 2, 3]",0,4,1
39333,female,34,"[1, 2, 5, 8, 9]",1,5,1
39335,male,23,"[8, 2, 7]",5,3,2
39362,male,41,"[9, 2, 3]",3,3,2
39368,female,47,"[8, 4]",3,2,2
39372,female,9,[4],1,1,1
39398,female,62,[7],3,1,2
39400,female,68,[0],2,1,2
39407,male,43,"[2, 6, 7]",3,3,2
39417,male,5,[0],2,1,2
39428,male,11,[0],1,1,1
39430,male,77,"[4, 5]",2,2,2
39461,male,1,[6],2,1,2
39462,male,53,"[3, 4, 5]",0,3,1
39495,female,37,"[8, 2, 6]",4,3,2
39501,female,44,[7],0,1,1
39507,male,46,"[8, 2, 7]",3,3,2
39526,female,73,[0],4,1,2
39529,male,53,"[9, 7]",0,2,1
39547,female,7,[6],11,1,3
39548,male,40,"[0, 9]",6,2,3
39557,female,20,[7],3,1,2
39560,male,45,"[0, 2, 3, 5, 6]",16,5,3
39568,female,16,[0],2,1,2
39576,male,49,"[8, 5, 6, 7]",2,4,2
39581,male,34,"[0, 9, 4]",0,3,1
39599,male,63,[0],0,1,1
39611,female,16,[5],1,1,1
39612,female,50,"[8, 3]",4,2,2
39613,female,53,"[9, 2, 5]",0,3,1
39617,female,21,"[0, 4]",0,2,1
39627,male,42,"[8, 1]",3,2,2
39630,female,60,"[8, 3, 6]",3,3,2
39631,male,29,"[1, 3]",3,2,2
39634,male,69,[8],1,1,1
39652,male,56,"[2, 6]",1,2,1
39663,male,8,[5],1,1,1
39693,female,6,[8],2,1,2
39697,male,31,"[0, 4, 5, 6, 8]",1,5,1
39700,female,59,"[0, 1, 5, 8]",0,4,1
39711,female,66,[1],4,1,2
39720,male,41,"[9, 2, 6, 7]",7,4,3
39722,male,46,"[8, 9, 7]",7,3,3
39746,male,78,[9],0,1,1
39751,male,60,"[5, 7]",1,2,1
39754,female,54,"[8, 3, 5, 7]",3,4,2
39757,female,44,"[3, 4]",5,2,2
39784,female,61,"[8, 2]",1,2,1
39820,male,53,[4],2,1,2
39832,male,54,"[9, 4, 7]",4,3,2
39834,female,47,"[9, 3, 5, 1]",0,4,1
39855,female,68,[3],2,1,2
39866,male,71,[3],0,1,1
39877,female,63,[5],2,1,2
39879,female,32,"[0, 1, 2, 4, 9]",7,5,3
39887,female,73,[6],1,1,1
39911,male,17,[2],3,1,2
39926,male,59,"[2, 3, 4]",2,3,2
39953,female,25,"[0, 1, 2, 4]",0,4,1
39966,female,16,[6],2,1,2
39971,male,6,[8],2,1,2
39973,female,35,"[3, 4, 5, 7]",6,4,3
39985,male,22,"[0, 1, 4, 6, 9]",2,5,2
39992,female,20,[6],2,1,2
40043,female,45,"[9, 3, 6]",2,3,2
40048,male,25,"[9, 3, 6]",2,3,2
40049,female,50,"[0, 3, 5, 6]",4,4,2
40066,female,29,"[1, 4, 9]",2,3,2
40104,male,23,"[8, 3, 4, 6]",4,4,2
40128,female,62,[0],2,1,2
40137,female,19,"[8, 7]",2,2,2
40142,female,24,"[1, 2, 3, 5, 6, 7]",1,6,1
40150,female,15,[5],0,1,1
40151,female,74,[8],3,1,2
40155,male,6,[7],0,1,1
40166,female,14,"[1, 3]",4,2,2
40177,female,43,"[8, 5, 7]",1,3,1
40189,male,45,"[2, 3]",2,2,2
40191,female,22,"[8, 2]",3,2,2
40236,female,68,[8],4,1,2
40255,female,29,"[8, 9, 2]",0,3,1
40267,female,55,"[0, 5]",0,2,1
40278,female,11,[5],1,1,1
40281,female,45,"[1, 3, 4, 5, 9]",0,5,1
40284,female,44,"[2, 4, 5]",0,3,1
40311,female,70,[1],0,1,1
40314,female,32,"[9, 7]",0,2,1
40324,female,6,[9],0,1,1
40333,male,76,[7],3,1,2
40350,male,15,[1],4,1,2
40374,female,41,"[2, 7]",1,2,1
40381,male,11,[4],0,1,1
40390,male,69,[8],1,1,1
40409,female,51,[5],4,1,2
40410,male,35,"[1, 2, 3, 4]",5,4,2
40412,male,43,[2],4,1,2
40416,female,27,"[0, 9, 3]",1,3,1
40418,female,47,"[9, 5]",3,2,2
40423,female,65,[7],0,1,1
40425,male,29,"[1, 2, 3, 8, 9]",1,5,1
40454,male,13,[1],7,1,3
40458,male,52,"[8, 1]",1,2,1
40464,female,6,[6],0,1,1
40481,male,63,[1],1,1,1
40483,male,40,"[0, 1, 4, 7, 9]",4,5,2
40489,female,38,"[8, 9, 0]",9,3,3
40490,female,25,"[0, 2, 3, 4, 5, 7]",4,6,2
40498,female,71,[9],0,1,1
40501,male,40,"[8, 2, 6, 7]",2,4,2
40518,male,33,"[0, 1, 3, 5, 7]",2,5,2
40527,male,33,"[2, 3, 7]",10,3,3
40528,male,36,"[0, 3, 4, 6]",4,4,2
40530,male,26,"[0, 1, 3, 4, 8, 9]",1,6,1
40536,male,4,[8],1,1,1
40543,female,16,[9],2,1,2
40549,male,5,[4],2,1,2
40555,male,52,"[1, 4, 9]",0,3,1
40611,female,13,[0],1,1,1
40618,male,33,"[8, 1, 4]",3,3,2
40622,female,59,"[3, 5, 6]",1,3,1
40623,female,67,[4],2,1,2
40624,male,23,"[9, 3, 6]",0,3,1
40630,female,7,[1],0,1,1
40642,male,24,"[8, 9, 2, 6]",10,4,3
40668,male,49,"[2, 4, 7]",0,3,1
40678,male,39,[1],5,1,2
40710,female,37,"[8, 1]",5,2,2
40715,male,56,"[8, 0]",4,2,2
40728,female,33,"[9, 3, 4, 6]",4,4,2
40730,male,53,"[9, 2, 6]",3,3,2
40750,male,22,"[0, 3, 6]",1,3,1
40759,male,44,"[0, 2, 5, 7]",0,4,1
40766,female,9,[5],0,1,1
40771,male,36,"[8, 1, 5, 7]",2,4,2
40782,female,23,"[0, 9, 6, 7]",3,4,2
40800,male,25,"[0, 3, 4]",1,3,1
40813,male,39,"[0, 1, 3, 6, 7, 9]",7,6,3
40815,male,29,"[1, 2, 3, 5, 8]",14,5,3
40827,female,59,"[5, 6]",0,2,1
40865,male,41,"[0, 1, 6, 8]",0,4,1
40866,female,13,[3],0,1,1
40896,male,65,[3],1,1,1
40899,male,34,"[0, 1, 4, 5, 8]",2,5,2
40933,male,11,[4],0,1,1
40935,male,8,[7],0,1,1
40942,female,52,"[2, 6]",2,2,2
40952,female,50,"[2, 6, 7]",1,3,1
40959,female,78,[5],3,1,2
40977,male,55,"[2, 3]",1,2,1
40996,female,49,"[1, 4, 7]",3,3,2
41000,male,7,[7],3,1,2
41018,male,62,[6],0,1,1
41023,male,13,[9],2,1,2
41030,male,44,"[8, 9, 3]",3,3,2
41037,male,2,[3],0,1,1
41041,female,10,[4],3,1,2
41053,female,38,"[0, 2, 4, 5, 6]",3,5,2
41055,male,44,"[4, 7]",0,2,1
41060,male,49,[9],3,1,2
41075,male,4,"[2, 7]",1,2,1
41079,female,52,"[5, 6, 7]",2,3,2
41082,female,37,"[0, 1, 2, 3]",1,4,1
41093,female,48,"[9, 4]",13,2,3
41099,male,70,"[2, 7]",4,2,2
41167,female,37,"[0, 2, 4, 5]",6,4,3
41179,male,19,"[0, 8]",2,2,2
41181,female,5,[6],2,1,2
41182,male,41,"[8, 3]",6,2,3
41224,male,80,"[1, 6]",2,2,2
41231,female,43,[7],2,1,2
41233,male,71,[7],0,1,1
41257,male,22,"[8, 1, 6, 9]",0,4,1
41272,male,21,"[8, 0, 3]",0,3,1
41284,male,48,"[2, 3, 7]",4,3,2
41298,female,34,"[8, 2, 4, 6]",3,4,2
41304,male,27,"[9, 6]",5,2,2
41308,male,33,"[0, 2, 4, 5, 8]",4,5,2
41310,female,51,"[0, 7]",0,2,1
41348,female,39,"[2, 5]",2,2,2
41374,male,4,[8],4,1,2
41384,female,63,[9],2,1,2
41385,female,40,"[2, 3, 5, 6, 9]",1,5,1
41386,female,2,[9],1,1,1
41415,female,1,[5],5,1,2
41438,male,58,[3],5,1,2
41440,female,58,"[0, 1, 4, 7]",1,4,1
41447,female,55,"[4, 5, 7]",3,3,2
41456,male,33,"[9, 4, 5]",3,3,2
41462,male,54,"[0, 1, 2, 9]",2,4,2
41465,male,78,[7],2,1,2
41466,female,39,"[1, 2, 4, 5]",2,4,2
41476,male,44,"[2, 4, 6]",0,3,1
41478,female,57,"[1, 4]",1,2,1
41479,male,37,"[2, 5, 7]",13,3,3
41483,female,56,"[1, 9]",1,2,1
41500,female,19,[3],0,1,1
41506,male,11,[1],5,1,2
41507,female,18,"[8, 3]",0,2,1
41518,female,7,"[9, 4]",3,2,2
41530,male,4,[2],1,1,1
41562,male,60,"[0, 9, 7]",3,3,2
41573,male,64,"[3, 5]",4,2,2
41575,male,27,"[0, 2, 3, 4, 5, 7, 8]",1,7,1
41581,female,38,"[0, 1, 2, 3, 4, 5]",3,6,2
41582,male,5,[6],1,1,1
41594,female,76,"[4, 5]",3,2,2
41599,male,47,"[5, 6]",1,2,1
41602,female,27,"[8, 9, 7]",2,3,2
41608,male,17,"[2, 4]",3,2,2
41612,female,73,[7],2,1,2
41617,male,29,"[9, 3, 1]",10,3,3
41628,female,31,"[0, 1, 4, 9]",1,4,1
41647,male,45,[4],1,1,1
41659,male,48,"[3, 5]",3,2,2
41670,female,52,[7],0,1,1
41680,female,28,"[1, 2, 6, 7]",1,4,1
41683,male,51,"[3, 4]",6,2,3
41691,male,10,[4],1,1,1
41693,male,48,"[9, 1, 7]",3,3,2
41695,male,78,[3],1,1,1
41720,female,80,[6],0,1,1
41739,male,21,"[1, 3, 4, 5, 9]",1,5,1
41754,female,21,"[1, 2, 4, 5, 7, 8]",2,6,2
41774,female,70,[0],0,1,1
41803,male,12,[6],0,1,1
41813,male,13,[0],6,1,3
41830,male,34,"[0, 5, 6, 7]",3,4,2
41836,female,15,"[9, 6]",3,2,2
41841,female,44,"[0, 9, 5]",0,3,1
41845,female,18,[9],3,1,2
41846,female,22,"[0, 1, 2, 7, 9]",1,5,1
41855,female,50,"[0, 5]",6,2,3
41857,male,76,[5],1,1,1
41860,male,39,[9],1,1,1
41863,male,35,"[1, 3, 5, 6, 8]",3,5,2
41866,female,78,[7],0,1,1
41877,male,30,"[9, 3, 5]",0,3,1
